wavelength (nm),Green 2
400.884766,0.023163
405.888672,0.031275
410.896851,0.044622
415.909332,0.047335
420.926147,0.054046
425.947266,0.059386
430.972687,0.062489
436.002411,0.067537
441.036438,0.071862
446.074799,0.076029
451.117432,0.081633
456.164398,0.08692
461.215668,0.09279
466.27124,0.097753
471.331116,0.104236
476.395325,0.108944
481.463806,0.114725
486.536621,0.119647
491.613739,0.124503
496.69516,0.129691
501.780914,0.133283
506.870941,0.137271
511.965302,0.140155
517.063965,0.143045
522.166931,0.145967
527.27417,0.147541
532.385742,0.149754
537.501648,0.150237
542.621826,0.151894
547.746338,0.152925
552.875183,0.153464
558.008301,0.155002
563.145691,0.155452
568.287415,0.155358
573.433472,0.155231
578.583862,0.154505
583.738525,0.153597
588.897461,0.151758
594.06073,0.150066
599.228333,0.148112
604.400208,0.146415
609.576416,0.143651
614.756958,0.141369
619.941772,0.140109
625.130859,0.137601
630.32428,0.135588
635.522034,0.133529
640.72406,0.13053
645.93042,0.129283
651.141113,0.127417
656.356079,0.126621
661.575378,0.126042
666.79895,0.126386
672.026855,0.12802
677.259033,0.13077
682.495544,0.13375
687.736389,0.139559
692.981506,0.147454
698.230957,0.157976
703.48468,0.171368
708.742737,0.186495
714.005127,0.207365
719.27179,0.229696
724.542725,0.252985
729.818054,0.275116
735.097595,0.29286
740.381531,0.309366
745.669739,0.321856
750.962219,0.331074
756.259094,0.336918
761.5601810000001,0.341003
766.865662,0.348026
772.175415,0.35531
777.489441,0.362478
782.8078,0.364909
788.130493,0.365499
793.457458,0.370768
798.788757,0.372889
804.124329,0.380778
809.464233,0.38262
814.808472,0.384843
820.156982,0.38893
825.509827,0.39536
830.866943,0.396241
836.228394,0.401075
841.594116,0.40704
846.964172,0.408824
852.338562,0.411041
857.717224,0.416273
863.10022,0.417448
868.487549,0.421946
873.87915,0.428478
879.275024,0.429234
884.675232,0.430551
890.079773,0.434706
895.488586,0.435975
900.901733,0.437451
906.319214,0.43934
911.740967,0.444496
917.166992,0.450112
922.597351,0.453181
928.032043,0.455603
933.471069,0.45477
938.914368,0.461629
944.361938,0.464597
949.813843,0.467945
955.270081,0.46593
960.730591,0.464571
966.195435,0.467204
971.664612,0.468808
977.138062,0.465361
982.615784,0.473854
988.097839,0.47037
993.584229,0.475724
999.074951,0.477281
999.25,None
1004.859985,0.416768
1010.460022,0.420306
1016.059998,0.424262
1021.659973,0.427942
1027.25,0.43149899999999997
1032.849976,0.435482
1038.449951,0.439249
1044.050049,0.44307799999999997
1049.640015,0.446517
1055.23999,0.45041099999999995
1060.829956,0.45399399999999995
1066.420044,0.45789799999999997
1072.01001,0.46225299999999997
1077.609985,0.465683
1083.199951,0.469095
1088.790039,0.474012
1094.369995,0.477416
1099.959961,0.481629
1105.550049,0.485257
1111.140015,0.489226
1116.719971,0.492576
1122.310059,0.49578
1127.890015,0.49855
1133.47998,0.501484
1139.060059,0.503188
1144.640015,0.5047699999999999
1150.219971,0.50602
1155.800049,0.507103
1161.390015,0.507681
1166.959961,0.50802
1172.540039,0.508088
1178.119995,0.5097010000000001
1183.699951,0.510113
1189.280029,0.510498
1194.849976,0.5123409999999999
1200.430054,0.514969
1206.0,0.5170819999999999
1211.579956,0.520439
1217.150024,0.523081
1222.719971,0.527153
1228.290039,0.530961
1233.869995,0.535406
1239.439941,0.539616
1245.01001,0.543574
1250.579956,0.5476260000000001
1256.150024,0.5517350000000001
1261.709961,0.555563
1267.280029,0.558743
1272.849976,0.561059
1278.410034,0.564751
1283.97998,0.567778
1289.550049,0.571558
1295.109985,0.575237
1300.670044,0.579674
1306.23999,0.582774
1311.800049,0.585791
1317.359985,0.588236
1322.920044,0.590895
1328.48999,0.5927640000000001
1334.050049,0.5934010000000001
1339.609985,0.593698
1345.160034,0.5934189999999999
1350.719971,0.5908359999999999
1356.280029,0.58849
1361.839966,0.584799
1367.400024,0.580854
1372.949951,0.579469
1378.51001,0.5795319999999999
1384.069946,0.5785859999999999
1389.619995,0.5764199999999999
1395.170044,0.573971
1400.72998,0.567562
1406.280029,0.559976
1411.839966,0.549456
1417.390015,0.537223
1422.939941,0.527231
1428.48999,0.516392
1434.040039,0.5101979999999999
1439.589966,0.503817
1445.140015,0.501131
1450.689941,0.498259
1456.23999,0.499543
1461.790039,0.498316
1467.339966,0.49909899999999996
1472.890015,0.49741
1478.430054,0.498123
1483.97998,0.497191
1489.530029,0.496532
1495.069946,0.49748100000000006
1500.619995,0.496993
1506.160034,0.498586
1511.709961,0.500837
1517.25,0.500171
1522.800049,0.504416
1528.339966,0.505391
1533.880005,0.508745
1539.420044,0.5092979999999999
1544.969971,0.51256
1550.51001,0.514757
1556.050049,0.518976
1561.589966,0.5237189999999999
1567.130005,0.5287970000000001
1572.670044,0.531216
1578.209961,0.53269
1583.75,0.5337
1589.290039,0.538928
1594.829956,0.543533
1600.369995,0.5508460000000001
1605.910034,0.556236
1611.439941,0.563882
1616.97998,0.5683020000000001
1622.52002,0.575821
1628.050049,0.5771890000000001
1633.589966,0.582034
1639.130005,0.5865640000000001
1644.660034,0.5887399999999999
1650.199951,0.590735
1655.72998,0.592893
1661.27002,0.5921350000000001
1666.800049,0.5920810000000001
1672.339966,0.587271
1677.869995,0.582795
1683.400024,0.5756100000000001
1688.939941,0.572755
1694.469971,0.565174
1700.0,0.561317
1705.540039,0.558565
1711.069946,0.555933
1716.599976,0.5541470000000001
1722.130005,0.5503170000000001
1727.660034,0.546327
1733.189941,0.543118
1738.72998,0.542147
1744.26001,0.541071
1749.790039,0.541037
1755.319946,0.542644
1760.849976,0.542658
1766.380005,0.543511
1771.910034,0.5445
1777.439941,0.545771
1782.959961,0.546916
1788.48999,0.5486989999999999
1794.02002,0.548732
1799.550049,0.55211
1805.079956,0.552769
1810.609985,0.554096
1816.140015,0.554546
1821.660034,0.554569
1827.189941,0.555289
1832.719971,0.556338
1838.25,0.558246
1843.77002,0.559941
1849.300049,0.562762
1854.829956,0.5651109999999999
1860.349976,0.564358
1865.880005,0.563012
1871.410034,0.5583
1876.930054,0.550475
1882.459961,0.542937
1887.98999,0.530408
1893.51001,0.50726
1899.040039,0.48135100000000003
1904.560059,0.448484
1910.089966,0.419501
1915.609985,0.394429
1921.140015,0.376107
1926.670044,0.362262
1932.189941,0.354098
1937.719971,0.34947399999999995
1943.23999,0.34882399999999997
1948.77002,0.351272
1954.290039,0.356406
1959.819946,0.361189
1965.339966,0.368212
1970.869995,0.374303
1976.390015,0.379698
1981.920044,0.38568600000000003
1987.439941,0.392567
1992.959961,0.398183
1998.48999,0.403018
2004.01001,0.406172
2009.540039,0.408369
2015.060059,0.407877
2020.589966,0.407271
2026.109985,0.40329899999999996
2031.640015,0.39812800000000004
2037.160034,0.390063
2042.689941,0.380461
2048.209961,0.36753
2053.72998,0.356604
2059.26001,0.34839000000000003
2064.780029,0.34735
2070.310059,0.350848
2075.830078,0.35802399999999995
2081.360107,0.365884
2086.879883,0.37351
2092.409912,0.378069
2097.929932,0.380245
2103.459961,0.379855
2108.97998,0.37853400000000004
2114.51001,0.375974
2120.030029,0.375286
2125.560059,0.373322
2131.080078,0.370658
2136.610107,0.366288
2142.129883,0.363032
2147.659912,0.35893
2153.179932,0.355792
2158.709961,0.35122600000000004
2164.22998,0.348248
2169.76001,0.345975
2175.280029,0.34538800000000003
2180.810059,0.344287
2186.340088,0.342816
2191.860107,0.339634
2197.389893,0.336095
2202.919922,0.332927
2208.439941,0.33164099999999996
2213.969971,0.333446
2219.5,0.340254
2225.02002,0.348992
2230.550049,0.359171
2236.080078,0.367255
2241.610107,0.369667
2247.129883,0.366732
2252.659912,0.359155
2258.189941,0.347222
2263.719971,0.336549
2269.25,0.33070700000000003
2274.77002,0.327778
2280.300049,0.32503200000000004
2285.830078,0.321017
2291.360107,0.31761
2296.889893,0.316313
2302.419922,0.317315
2307.949951,0.318689
2313.47998,0.320548
2319.01001,0.324898
2324.540039,0.327377
2330.070068,0.328955
2335.600098,0.329406
2341.129883,0.330279
2346.669922,0.33116799999999996
2352.199951,0.330755
2357.72998,0.330277
2363.26001,0.329741
2368.790039,0.327065
2374.330078,0.326286
2379.860107,0.32552800000000004
2385.389893,0.327191
2390.929932,0.329411
2396.459961,0.332477
2401.98999,0.334478
2407.530029,0.335088
2413.060059,0.332099
2418.600098,0.329205
2424.129883,0.327243
2429.669922,0.323656
2435.209961,0.319446
2440.73999,0.31431
2446.280029,0.306713
2451.820068,0.301369
2457.350098,0.29285500000000003
2462.889893,0.286407
2468.429932,0.281577
2473.969971,0.276294
2479.51001,0.27279899999999996
2485.050049,0.268493
2490.590088,0.26358000000000004
2496.129883,0.262273
2501.669922,0.26084