wavelength (nm),ROI 2
400.884766,0.077836
405.888672,0.098319
410.896851,0.115533
415.909332,0.128295
420.926147,0.132412
425.947266,0.139415
430.972687,0.141331
436.002411,0.145226
441.036438,0.146443
446.074799,0.14694
451.117432,0.146879
456.164398,0.14765
461.215668,0.145855
466.27124,0.145008
471.331116,0.142961
476.395325,0.140765
481.463806,0.13872
486.536621,0.136098
491.613739,0.133589
496.69516,0.130893
501.780914,0.128076
506.870941,0.125895
511.965302,0.123424
517.063965,0.120695
522.166931,0.117903
527.27417,0.115098
532.385742,0.112417
537.501648,0.110402
542.621826,0.108181
547.746338,0.105904
552.875183,0.103732
558.008301,0.102144
563.145691,0.100595
568.287415,0.098504
573.433472,0.096649
578.583862,0.094929
583.738525,0.09336
588.897461,0.091711
594.06073,0.089836
599.228333,0.088842
604.400208,0.086875
609.576416,0.085486
614.756958,0.084034
619.941772,0.082669
625.130859,0.081569
630.32428,0.080606
635.522034,0.080206
640.72406,0.078586
645.93042,0.077819
651.141113,0.07731
656.356079,0.076612
661.575378,0.07561
666.79895,0.075987
672.026855,0.075919
677.259033,0.075953
682.495544,0.075398
687.736389,0.07678
692.981506,0.076441
698.230957,0.077492
703.48468,0.077332
708.742737,0.077752
714.005127,0.077617
719.27179,0.079622
724.542725,0.079263
729.818054,0.081105
735.097595,0.081242
740.381531,0.083353
745.669739,0.081953
750.962219,0.083705
756.259094,0.083976
761.5601810000001,0.084805
766.865662,0.085294
772.175415,0.084572
777.489441,0.084051
782.8078,0.084872
788.130493,0.086049
793.457458,0.087964
798.788757,0.090807
804.124329,0.092869
809.464233,0.092856
814.808472,0.093801
820.156982,0.095528
825.509827,0.099056
830.866943,0.100076
836.228394,0.103594
841.594116,0.104701
846.964172,0.106937
852.338562,0.109505
857.717224,0.112613
863.10022,0.113355
868.487549,0.114918
873.87915,0.118088
879.275024,0.11822
884.675232,0.122066
890.079773,0.122744
895.488586,0.125586
900.901733,0.125343
906.319214,0.129623
911.740967,0.131722
917.166992,0.133845
922.597351,0.138303
928.032043,0.137456
933.471069,0.139674
938.914368,0.146595
944.361938,0.147131
949.813843,0.147833
955.270081,0.151531
960.730591,0.149468
966.195435,0.155611
971.664612,0.159206
977.138062,0.156319
982.615784,0.167766
988.097839,0.176848
993.584229,0.180648
999.074951,0.181991
None,None
999.25,0.197668
1004.859985,0.20238399999999998
1010.460022,0.206911
1016.059998,0.21171500000000001
1021.659973,0.217212
1027.25,0.22274499999999997
1032.849976,0.227875
1038.449951,0.233685
1044.050049,0.23894
1049.640015,0.244988
1055.23999,0.251178
1060.829956,0.257364
1066.420044,0.26335
1072.01001,0.268573
1077.609985,0.275617
1083.199951,0.28289200000000003
1088.790039,0.289767
1094.369995,0.29662
1099.959961,0.304242
1105.550049,0.312391
1111.140015,0.319373
1116.719971,0.326936
1122.310059,0.334007
1127.890015,0.34175700000000003
1133.47998,0.349165
1139.060059,0.357381
1144.640015,0.365322
1150.219971,0.373421
1155.800049,0.38166
1161.390015,0.388828
1166.959961,0.396825
1172.540039,0.405148
1178.119995,0.41263199999999994
1183.699951,0.42079300000000003
1189.280029,0.428508
1194.849976,0.43622299999999997
1200.430054,0.44346800000000003
1206,0.45036499999999996
1211.579956,0.45817700000000006
1217.150024,0.46651499999999996
1222.719971,0.47562
1228.290039,0.485308
1233.869995,0.493303
1239.439941,0.50246
1245.01001,0.5107659999999999
1250.579956,0.519124
1256.150024,0.5268079999999999
1261.709961,0.5347729999999999
1267.280029,0.542065
1272.849976,0.550242
1278.410034,0.557309
1283.97998,0.56545
1289.550049,0.5722470000000001
1295.109985,0.579867
1300.670044,0.587439
1306.23999,0.594805
1311.800049,0.601336
1317.359985,0.608125
1322.920044,0.6143460000000001
1328.48999,0.6203489999999999
1334.050049,0.625859
1339.609985,0.629711
1345.160034,0.63493
1350.719971,0.637948
1356.280029,0.639472
1361.839966,0.641854
1367.400024,0.645479
1372.949951,0.650506
1378.51001,0.6510279999999999
1384.069946,0.65284
1389.619995,0.652044
1395.170044,0.6517569999999999
1400.72998,0.650718
1406.280029,0.648674
1411.839966,0.643927
1417.390015,0.64408
1422.939941,0.647105
1428.48999,0.649543
1434.040039,0.651118
1439.589966,0.6531239999999999
1445.140015,0.653882
1450.689941,0.657645
1456.23999,0.660742
1461.790039,0.662875
1467.339966,0.664608
1472.890015,0.667505
1478.430054,0.669844
1483.97998,0.673832
1489.530029,0.677033
1495.069946,0.680465
1500.619995,0.6834319999999999
1506.160034,0.6867
1511.709961,0.6882729999999999
1517.25,0.690826
1522.800049,0.693067
1528.339966,0.69814
1533.880005,0.700376
1539.420044,0.700795
1544.969971,0.7038220000000001
1550.51001,0.705411
1556.050049,0.7096180000000001
1561.589966,0.712258
1567.130005,0.713059
1572.670044,0.715838
1578.209961,0.719553
1583.75,0.718114
1589.290039,0.722858
1594.829956,0.725294
1600.369995,0.725855
1605.910034,0.7325119999999999
1611.439941,0.732712
1616.97998,0.738463
1622.52002,0.737524
1628.050049,0.7404310000000001
1633.589966,0.739872
1639.130005,0.740973
1644.660034,0.7425930000000001
1650.199951,0.744216
1655.72998,0.744532
1661.27002,0.7446649999999999
1666.800049,0.741003
1672.339966,0.740336
1677.869995,0.736895
1683.400024,0.734824
1688.939941,0.727155
1694.469971,0.723037
1700,0.716224
1705.540039,0.7132310000000001
1711.069946,0.706201
1716.599976,0.700307
1722.130005,0.687545
1727.660034,0.675797
1733.189941,0.673348
1738.72998,0.6856359999999999
1744.26001,0.692206
1749.790039,0.69458
1755.319946,0.694311
1760.849976,0.6910029999999999
1766.380005,0.690091
1771.910034,0.6969489999999999
1777.439941,0.700372
1782.959961,0.702746
1788.48999,0.703095
1794.02002,0.704159
1799.550049,0.703338
1805.079956,0.702858
1810.609985,0.702218
1816.140015,0.700854
1821.660034,0.7001689999999999
1827.189941,0.701579
1832.719971,0.7015239999999999
1838.25,0.70212
1843.77002,0.704389
1849.300049,0.70617
1854.829956,0.707617
1860.349976,0.708936
1865.880005,0.7069270000000001
1871.410034,0.704132
1876.930054,0.7014
1882.459961,0.695547
1887.98999,0.682613
1893.51001,0.668246
1899.040039,0.6476970000000001
1904.560059,0.628273
1910.089966,0.614714
1915.609985,0.605015
1921.140015,0.600854
1926.670044,0.598749
1932.189941,0.597113
1937.719971,0.598907
1943.23999,0.6022569999999999
1948.77002,0.605935
1954.290039,0.61014
1959.819946,0.613928
1965.339966,0.618871
1970.869995,0.623471
1976.390015,0.6281720000000001
1981.920044,0.633174
1987.439941,0.637782
1992.959961,0.641617
1998.48999,0.646188
2004.01001,0.649525
2009.540039,0.651554
2015.060059,0.653532
2020.589966,0.653768
2026.109985,0.653181
2031.640015,0.6505569999999999
2037.160034,0.647877
2042.689941,0.644043
2048.209961,0.639308
2053.72998,0.6340439999999999
2059.26001,0.630685
2064.780029,0.626108
2070.310059,0.621965
2075.830078,0.619835
2081.360107,0.617204
2086.879883,0.6149399999999999
2092.409912,0.614617
2097.929932,0.614138
2103.459961,0.614188
2108.97998,0.614662
2114.51001,0.617228
2120.030029,0.62152
2125.560059,0.6245430000000001
2131.080078,0.6268819999999999
2136.610107,0.628325
2142.129883,0.628988
2147.659912,0.628425
2153.179932,0.627754
2158.709961,0.626476
2164.22998,0.625217
2169.76001,0.624103
2175.280029,0.622183
2180.810059,0.6219399999999999
2186.340088,0.619113
2191.860107,0.616769
2197.389893,0.6133430000000001
2202.919922,0.608376
2208.439941,0.603561
2213.969971,0.607069
2219.5,0.610588
2225.02002,0.613213
2230.550049,0.6134569999999999
2236.080078,0.6111989999999999
2241.610107,0.606348
2247.129883,0.5992770000000001
2252.659912,0.588476
2258.189941,0.577631
2263.719971,0.565717
2269.25,0.552463
2274.77002,0.5443
2280.300049,0.538734
2285.830078,0.533177
2291.360107,0.52484
2296.889893,0.508373
2302.419922,0.479767
2307.949951,0.43899499999999997
2313.47998,0.418892
2319.01001,0.47180200000000005
2324.540039,0.501741
2330.070068,0.504437
2335.600098,0.501367
2341.129883,0.49345900000000004
2346.669922,0.472228
2352.199951,0.45219799999999993
2357.72998,0.472346
2363.26001,0.478022
2368.790039,0.474134
2374.330078,0.473343
2379.860107,0.46762299999999996
2385.389893,0.463174
2390.929932,0.464945
2396.459961,0.465782
2401.98999,0.46567700000000006
2407.530029,0.46616
2413.060059,0.46761800000000003
2418.600098,0.467312
2424.129883,0.46634
2429.669922,0.462222
2435.209961,0.457158
2440.73999,0.45193900000000004
2446.280029,0.456693
2451.820068,0.46190699999999996
2457.350098,0.461524
2462.889893,0.45990299999999995
2468.429932,0.45693500000000004
2473.969971,0.454632
2479.51001,0.45084300000000005
2485.050049,0.4485
2490.590088,0.456701
2496.129883,0.46291400000000005
2501.669922,0.468186