wavelength (nm),None
400.884766,None
405.888672,None
410.896851,None
415.909332,None
420.926147,None
425.947266,None
430.972687,None
436.002411,None
441.036438,None
446.074799,None
451.117432,None
456.164398,None
461.215668,None
466.27124,None
471.331116,None
476.395325,None
481.463806,None
486.536621,None
491.613739,None
496.69516,None
501.780914,None
506.870941,None
511.965302,None
517.063965,None
522.166931,None
527.27417,None
532.385742,None
537.501648,None
542.621826,None
547.746338,None
552.875183,None
558.008301,None
563.145691,None
568.287415,None
573.433472,None
578.583862,None
583.738525,None
588.897461,None
594.06073,None
599.228333,None
604.400208,None
609.576416,None
614.756958,None
619.941772,None
625.130859,None
630.32428,None
635.522034,None
640.72406,None
645.93042,None
651.141113,None
656.356079,None
661.575378,None
666.79895,None
672.026855,None
677.259033,None
682.495544,None
687.736389,None
692.981506,None
698.230957,None
703.48468,None
708.742737,None
714.005127,None
719.27179,None
724.542725,None
729.818054,None
735.097595,None
740.381531,None
745.669739,None
750.962219,None
756.259094,None
761.5601810000001,None
766.865662,None
772.175415,None
777.489441,None
782.8078,None
788.130493,None
793.457458,None
798.788757,None
804.124329,None
809.464233,None
814.808472,None
820.156982,None
825.509827,None
830.866943,None
836.228394,None
841.594116,None
846.964172,None
852.338562,None
857.717224,None
863.10022,None
868.487549,None
873.87915,None
879.275024,None
884.675232,None
890.079773,None
895.488586,None
900.901733,None
906.319214,None
911.740967,None
917.166992,None
922.597351,None
928.032043,None
933.471069,None
938.914368,None
944.361938,None
949.813843,None
955.270081,None
960.730591,None
966.195435,None
971.664612,None
977.138062,None
982.615784,None
988.097839,None
993.584229,None
999.074951,None
999.25,None
1004.859985,None
1010.460022,None
1016.059998,None
1021.659973,None
1027.25,None
1032.849976,None
1038.449951,None
1044.050049,None
1049.640015,None
1055.23999,None
1060.829956,None
1066.420044,None
1072.01001,None
1077.609985,None
1083.199951,None
1088.790039,None
1094.369995,None
1099.959961,None
1105.550049,None
1111.140015,None
1116.719971,None
1122.310059,None
1127.890015,None
1133.47998,None
1139.060059,None
1144.640015,None
1150.219971,None
1155.800049,None
1161.390015,None
1166.959961,None
1172.540039,None
1178.119995,None
1183.699951,None
1189.280029,None
1194.849976,None
1200.430054,None
1206,None
1211.579956,None
1217.150024,None
1222.719971,None
1228.290039,None
1233.869995,None
1239.439941,None
1245.01001,None
1250.579956,None
1256.150024,None
1261.709961,None
1267.280029,None
1272.849976,None
1278.410034,None
1283.97998,None
1289.550049,None
1295.109985,None
1300.670044,None
1306.23999,None
1311.800049,None
1317.359985,None
1322.920044,None
1328.48999,None
1334.050049,None
1339.609985,None
1345.160034,None
1350.719971,None
1356.280029,None
1361.839966,None
1367.400024,None
1372.949951,None
1378.51001,None
1384.069946,None
1389.619995,None
1395.170044,None
1400.72998,None
1406.280029,None
1411.839966,None
1417.390015,None
1422.939941,None
1428.48999,None
1434.040039,None
1439.589966,None
1445.140015,None
1450.689941,None
1456.23999,None
1461.790039,None
1467.339966,None
1472.890015,None
1478.430054,None
1483.97998,None
1489.530029,None
1495.069946,None
1500.619995,None
1506.160034,None
1511.709961,None
1517.25,None
1522.800049,None
1528.339966,None
1533.880005,None
1539.420044,None
1544.969971,None
1550.51001,None
1556.050049,None
1561.589966,None
1567.130005,None
1572.670044,None
1578.209961,None
1583.75,None
1589.290039,None
1594.829956,None
1600.369995,None
1605.910034,None
1611.439941,None
1616.97998,None
1622.52002,None
1628.050049,None
1633.589966,None
1639.130005,None
1644.660034,None
1650.199951,None
1655.72998,None
1661.27002,None
1666.800049,None
1672.339966,None
1677.869995,None
1683.400024,None
1688.939941,None
1694.469971,None
1700,None
1705.540039,None
1711.069946,None
1716.599976,None
1722.130005,None
1727.660034,None
1733.189941,None
1738.72998,None
1744.26001,None
1749.790039,None
1755.319946,None
1760.849976,None
1766.380005,None
1771.910034,None
1777.439941,None
1782.959961,None
1788.48999,None
1794.02002,None
1799.550049,None
1805.079956,None
1810.609985,None
1816.140015,None
1821.660034,None
1827.189941,None
1832.719971,None
1838.25,None
1843.77002,None
1849.300049,None
1854.829956,None
1860.349976,None
1865.880005,None
1871.410034,None
1876.930054,None
1882.459961,None
1887.98999,None
1893.51001,None
1899.040039,None
1904.560059,None
1910.089966,None
1915.609985,None
1921.140015,None
1926.670044,None
1932.189941,None
1937.719971,None
1943.23999,None
1948.77002,None
1954.290039,None
1959.819946,None
1965.339966,None
1970.869995,None
1976.390015,None
1981.920044,None
1987.439941,None
1992.959961,None
1998.48999,None
2004.01001,None
2009.540039,None
2015.060059,None
2020.589966,None
2026.109985,None
2031.640015,None
2037.160034,None
2042.689941,None
2048.209961,None
2053.72998,None
2059.26001,None
2064.780029,None
2070.310059,None
2075.830078,None
2081.360107,None
2086.879883,None
2092.409912,None
2097.929932,None
2103.459961,None
2108.97998,None
2114.51001,None
2120.030029,None
2125.560059,None
2131.080078,None
2136.610107,None
2142.129883,None
2147.659912,None
2153.179932,None
2158.709961,None
2164.22998,None
2169.76001,None
2175.280029,None
2180.810059,None
2186.340088,None
2191.860107,None
2197.389893,None
2202.919922,None
2208.439941,None
2213.969971,None
2219.5,None
2225.02002,None
2230.550049,None
2236.080078,None
2241.610107,None
2247.129883,None
2252.659912,None
2258.189941,None
2263.719971,None
2269.25,None
2274.77002,None
2280.300049,None
2285.830078,None
2291.360107,None
2296.889893,None
2302.419922,None
2307.949951,None
2313.47998,None
2319.01001,None
2324.540039,None
2330.070068,None
2335.600098,None
2341.129883,None
2346.669922,None
2352.199951,None
2357.72998,None
2363.26001,None
2368.790039,None
2374.330078,None
2379.860107,None
2385.389893,None
2390.929932,None
2396.459961,None
2401.98999,None
2407.530029,None
2413.060059,None
2418.600098,None
2424.129883,None
2429.669922,None
2435.209961,None
2440.73999,None
2446.280029,None
2451.820068,None
2457.350098,None
2462.889893,None
2468.429932,None
2473.969971,None
2479.51001,None
2485.050049,None
2490.590088,None
2496.129883,None
2501.669922,None